godina;oib;naziv;iznos_eur;broj_isplata;udio_posto
2024;95784618674;VETERINARSKA STANICA REMETINEC DOO;1300.00;1;0.00
2024;10698224903;ZU ZA LJEKARNIČKU DJELATNOST LJEKARNE VAŠE ZDRAVLJE;1299.69;1;0.00
2024;71642207963;BAUHAUS-ZAGREB K.D.;1293.75;2;0.00
2024;58839546584;HOTEL OSIJEK DOO ZA TURIZAM;1288.14;3;0.00
2024;04311886961;LP DESIGN MODNI STUDIO JDOO;1267.66;1;0.00
2024;85380500319;CVITANOVIĆ D.O.O.;1260.86;2;0.00
2024;69250183633;ZORKO ALEN;1260.00;1;0.00
2024;16046469377;RIVULUS DOO;1250.00;1;0.00
2024;54486275397;UMJETNIČKA ORGANIZACIJA SKOP;1250.00;2;0.00
2024;91778750999;INFOMEDIAOFFICE DOO;1248.75;1;0.00
2024;54142727441;NIXORT DOO;1234.38;2;0.00
2024;36998794856;LESNINA H DOO;1226.30;1;0.00
2024;97546343151;ODVJETNIČKO DRUŠTVO MILIČEVIĆ I ŠUPUKOVIĆ DOO;1218.78;1;0.00
2024;24919984448;ALGEBRA D.O.O.;1215.00;1;0.00
2024;73334529004;MARŠIĆ DOO;1210.00;1;0.00
2024;06855487087;MT MJERNA TEHNIKA D.O.O.;1206.25;3;0.00
2024;07506720556;TIM SEDAM JDOO ZA USLUGE;1200.00;1;0.00
2024;35786170284;FAST LANE JDOO;1200.00;1;0.00
2024;64419604897;SLAP UDRUGA ZA OČUVANJE HRVATSKIH VODA I MORA;1200.00;1;0.00
2024;53742294882;HRVATSKI GENERALSKI ZBOR;1200.00;1;0.00
2024;42943757512;ROTTER ING DOO ZA PROJEKTIRANJE GRAĐENJE I NADZOR;1194.50;1;0.00
2024;33584421998;KREŠO GEO JDOO;1194.50;1;0.00
2024;31134262074;FAVORY DOO ZA USLUGE I TURISTIČKA AGENCIJA;1194.36;1;0.00
2024;60559344916;LOGICO DOO ZA MARKETING I KOMUNIKACIJE;1187.50;1;0.00
2024;94275561661;ORONTIUS DOO ZA TRGOVINU I USLUGE;1175.00;1;0.00
2024;11986338639;INSTITUT ZA DRUŠTVENA ISTRAŽIVANJA SVEUČILIŠTA U ZAGREBU;1151.00;1;0.00
2024;68059540101;LAS DOO;1142.03;2;0.00
2024;51028550278;ZAVOD ZA INTEGRALNU KONTROLU D.O.O.;1137.50;1;0.00
2024;84126655712;POVJERENIŠTVO SINDIKATA UMIROVLJENIKA HRVATSKE ZAGREB;1137.00;1;0.00
2024;62750394385;AUTO - HRVATSKA D.O.O.- STANICA ZA TEH.PREGLED VOZILA RIJEKA;1130.00;24;0.00
2024;02095263263;ARHEO DOO;1128.15;1;0.00
2024;96788101798;BRAND AMBASADOR DOO;1125.00;1;0.00
2024;58933898865;BRIŠAR SERVIS D.O.O.;1107.78;3;0.00
2024;27140284479;ELEKTRO PIŽETA DOO;1107.50;1;0.00
2024;32787730056;UDRUGA POSLODAVACA U ZDRAVSTVU HRVATSKE;1105.00;2;0.00
2024;90263048519;ELZAS D.O.O.;1094.63;2;0.00
2024;55967593756;TPT EDUKACIJE;1090.00;3;0.00
2024;90439696130;VULKAL DOO;1080.05;1;0.00
2024;89243570715;DESIDIA D.O.O.;1068.33;2;0.00
2024;07928840919;PORIV JDOO;1065.25;2;0.00
2024;67843389837;FIDEL GASTRO DOO;1063.30;1;0.00
2024;45431278864;TOPIĆ USLUGE DOO;1061.40;1;0.00
2024;85988954169;PLODOVI KOVAČEVIĆ D.O.O. ZA TRGOVINU I USLUGE;1051.63;1;0.00
2024;26225359523;PJEVAČKO DRUŠTVO NOVI ZAGREB;1050.00;1;0.00
2024;54392975253;KVAM SISTEM DOO;1047.00;1;0.00
2024;26217708909;SOLARIS D.D.;1033.00;3;0.00
2024;25170721692;PRINT STUDIO D.O.O.;1025.00;2;0.00
2024;67619852476;O, NE RADIONA D.O.O. ZA TRGOVINU I USLUGE;1025.00;1;0.00
2024;21142433552;EURO DIJAMANT DOO;1025.00;1;0.00
2024;46032092967;ŠESTINSKI LAGVIĆ  DOO ZA USLUGE;1024.90;1;0.00
2024;89836623071;ACQUISITUM MAGNUM DOO;1021.97;2;0.00
2024;70960705947;STUDENTSKA UDRUGA ZA PROMICANJE ENERG UČINKOV I SAVJETOVANJA;1020.00;1;0.00
2024;42761894507;BOREA DOO;1014.71;2;0.00
2024;36138701442;REDOX DOO;1014.46;4;0.00
2024;94505281348;TK ELEVATOR EASTERN EUROPE GMBH PODRUŽNICA ZAGREB;1014.35;5;0.00
2024;74228338976;AVITEH DOO;1010.93;4;0.00
2024;03781787462;TC SESVETE D.O.O.;1009.27;1;0.00
2024;15573308024;LIBURNIA RIVIERA HOTELI D.D.;1009.00;2;0.00
2024;09914242179;UDRUGA UMIROVLJENIKA MINISTARSTVA  UNUTARNJIH POSLOVA;1000.00;1;0.00
2024;52561804834;LOVAČKA UDRUGA HRVATSKOG ČASNIČKOG ZBORA BAN JOSIP JELAČIĆ;1000.00;1;0.00
2024;16798057478;SEKCIJA UHDDR CENTAR ZA POTPORU I PODUZETNIČKO DJ BRANITELJA;1000.00;1;0.00
2024;44625462030;PJEVAČKI ZBOR ČEŽNJA;1000.00;2;0.00
2024;13278092880;ZELENA ENERGETSKA ZADRUGA ZA USLUGE;1000.00;1;0.00
2024;32556049576;UDRUGA ALBANACA BRANITELJA HRVATSKE U DOMOVINSKOM RATU;1000.00;1;0.00
2024;13973672648;CARPE VITA DOO;1000.00;1;0.00
2024;48978886870;UDRUGA MAKETARA HRVATSKIH BRANITELJA DOMOVINSKOG RATA;1000.00;1;0.00
2024;32257332437;SPORTSKO PENJAČKI KLUB DURANGO;1000.00;1;0.00
2024;26362187756;UDRUGA ZA ŠPORT I REKREACIJU VETERAN 91;1000.00;1;0.00
2024;65282539610;ZAVIČAJNO DRUŠTVO VIROVITIČANA U ZAGREBU;1000.00;2;0.00
2024;96312589061;UDRUGA ZA PREVENCIJU PREKOMJERNE TEŽINE HRVATSKA;1000.00;1;0.00
2024;54510417195;BASSI OBRT ZA USLUŽNE DJELATNOSTI VL LUKA BIŠĆAN;1000.00;1;0.00
2024;56010640293;JOCKEY KLUB HRVATSKE;1000.00;1;0.00
2024;46747118204;UDRUGA HRVATSKIH CIVILNIH STRADALNIKA DOMOVINSKOG RATA GRADA;1000.00;1;0.00
2024;18402305465;ERIKK BIRO DOO ZA USLUGEI TRGOVINU;999.00;1;0.00
2024;74100689179;ARRAKIS D.O.O.;992.90;3;0.00
2024;10773476590;PROMO PROSPERITUM DOO;990.00;1;0.00
2024;66486182714;MINISTARSTVO OBRANE RH;986.41;39;0.00
2024;80064107459;TFK UPRAVLJANJE DOO;981.12;42;0.00
2024;14659862131;GREGIĆ ADVISORY DOO;965.90;1;0.00
2024;27753323706;TOMTING 2010 DOO;962.20;2;0.00
2024;61436608168;BKS BANK D.D.;943.24;12;0.00
2024;90896496260;IMPERIAL RIVIERA D.D.;930.00;3;0.00
2024;96573444919;HRVATSKA MREŽA ZDRAVIH GRADOVA;929.06;1;0.00
2024;52984115392;PLANET ZABAVE JDOO;920.70;2;0.00
2024;89747280270;LUKIŠKI DOO ZA TRGOVINU I PRIJEVOZ;920.00;1;0.00
2024;40121715817;GASTRO LP D.O.O. ZA TRGOVINU, UGOSTITELJSTVO I TURIZAM;902.00;1;0.00
2024;84232034227;UDRUGA ERGO ARTIS;900.00;2;0.00
2024;09965477800;LAJTMANICA UDRUGA ZA KREATIVNI RAZVOJ;880.00;1;0.00
2024;03919089153;ODVJETNIČKO DRUŠTVO LOZO I PARTNERI DOO;875.22;1;0.00
2024;24146311117;BLITZ CINESTAR DRUŠTVO ZA KINOPRIKAZIVAČKE USLUGE DOO;866.60;1;0.00
2024;58633942475;ABAU DOO;866.36;2;0.00
2024;88261026661;CONSORTIUM DOO ZA PROIZVODNJU TRGOVINU I USLUGE;857.64;1;0.00
2024;57812223496;AUTOMAT CAFFE DOO;856.00;6;0.00
2024;72706804397;PAINTERS OF THE GALAXY JDOO ZA UREĐENJE INTERIJERA;852.00;1;0.00
2024;07699719217;SVEUČILIŠTE U ZAGREBU FAKULTET ŠUMARSTVA I DRVNE TEHNOLOGIJE;844.53;2;0.00
2024;81978173962;KAIROS IZDAVAŠTVO D.O.O.;843.68;4;0.00
2024;26566866925;OPĆINSKI SUD U ZLATARU;843.20;4;0.00
2024;68963092190;GARMIN HRVATSKA  D.O.O.;833.50;1;0.00
2024;75572393382;CONARVI LINE JDOO ZA TRGOVINU I USLUGE;830.00;3;0.00
2024;99144587644;ING EKSPERT D.O.O.;829.51;1;0.00
2024;39777918920;MEPA STAN DOO;818.57;43;0.00
2024;13321923957;GERO D.O.O.;817.60;2;0.00
2024;31775663619;POEZIJA SUBOTOM;800.00;2;0.00
2024;51165481090;PULLULO DOO;800.00;1;0.00
2024;68800865154;HRVATSKI CENTAR ZA ISTRAŽIVAČKO NOVINARSTVO I SLOBODU MEDIJA;800.00;1;0.00
2024;28817560444;HRVATSKI LOVAČKI SAVEZ;791.34;2;0.00
2024;79446233150;MEĐUNARODNA ZRAČNA LUKA ZAGREB DD;782.00;5;0.00
2024;16482985033;BAJLO - MIL D.O.O. ZA TRGOVINU I USLUGE;780.78;3;0.00
2024;37731280508;APPA 365 DOO;779.00;3;0.00
2024;55828087505;PROADRIA DOO;772.80;2;0.00
2024;69299170541;ŠTIMAC VJEŠTAČENJA DOO;769.50;1;0.00
2024;44162731570;INTERART GRAFIKA DOO ZA USLUGE I TRGOVINU;766.25;1;0.00
2024;71076455018;MM MODIO D.O.O. ZA USLUGE;761.84;3;0.00
2024;16756522442;JURKO USLUGE DOO ZA GRAĐENJE I TRGOVINU;759.70;1;0.00
2024;85790070273;SIGMA SAVJETOVANJE D.O.O.;756.53;1;0.00
2024;77305975826;BALTAZAR RESTORAN D.O.O.;755.50;1;0.00
2024;96605206988;KOPI AS DOO;750.00;1;0.00
2024;04678927848;ROBOTIC PROCESS AUTOMATION DOO ZA USLUGE;750.00;1;0.00
2024;42101660455;VAGUE FORMIDABLE DOO  ZA USLUGE;750.00;1;0.00
2024;35067158852;M B SEMINAR DOO;750.00;3;0.00
2024;75508711169;M.M.BOBAN VINODOL D.O.O.;735.60;1;0.00
2024;87728956905;PAMBI TABAK DOO;718.98;2;0.00
2024;00438631100;PIXEL STUDIO D.O.O.;710.75;1;0.00
2024;30513194761;ENTRIO TEHNOLOGIJE DOO;709.50;2;0.00
2024;22181167942;UMJETNIČKA ORGANIZACIJA PRODUKCIJA Z;700.00;1;0.00
2024;05821545022;VIVID ORIGINAL DOO;700.00;1;0.00
2024;69743889073;PING PONG DOO ZA TRGOVINU I USLUGE;700.00;1;0.00
2024;55680287313;SPORT EDUCA DOO;700.00;1;0.00
2024;02964137348;PUNTA SKALA DOO;699.00;1;0.00
2024;33197234413;DELLA COMUNITA RELIGIOSA SERBO ORTODOSSA DE TRIESTE;696.97;1;0.00
2024;65688097699;PLITVICE DOGAŠ DOO;688.00;1;0.00
2024;31256899660;FOTO STUDIO CENTAR DOO;687.00;1;0.00
2024;76221238110;PROMET D.O.O. ZA PRIJEVOZ PUTNIKA MAKARSKA;682.00;23;0.00
2024;99530279408;ULIKA D.O.O;680.00;1;0.00
2024;27208467122;SVEUČILIŠTE U ZAGREBU EKONOMSKI FAKULTET;680.00;17;0.00
2024;37239095357;IMPERIJA DOO;675.00;1;0.00
2024;07944610653;PARKO DOO;675.00;1;0.00
2024;51572924444;VIRTUAL D.O.O.;663.61;1;0.00
2024;93843279375;ODVJETNIČKO DRUŠTVO PALIĆ I PARTNERI JTD;652.56;2;0.00
2024;10604441351;AUTO MOTO KLUB KRIŽEVCI;650.00;25;0.00
2024;47457997719;CRYSTAL CONSULT DOO;648.00;1;0.00
2024;02156897147;PINO KONZALTING DOO;645.00;3;0.00
2024;85401974379;EKONOMSKO PROJEKTNI CENTAR DOO;641.25;1;0.00
2024;08575099734;AUGUSTINOVIĆ TGP DOO;632.13;1;0.00
2024;05576328168;DISTRIKT PLUS DOO;629.00;1;0.00
2024;31147921878;IKARPLAST D.D.;622.00;21;0.00
2024;60692931912;TT GRADNJA DOO;617.50;1;0.00
2024;62321382256;BIOM PRIRODA U DRUŠTVU DOO;605.75;2;0.00
2024;10489645447;GLINA PROMET DOO;605.63;1;0.00
2024;60523674656;PRO SLAP DIZAJN JDOO;605.00;1;0.00
2024;08857161134;CUBE STUDIO DOO;600.00;1;0.00
2024;89990890950;ALECTORIS BIRDING DOO;600.00;1;0.00
2024;69768765020;EPTA UDRUGA KLAVIRSKIH PEDAGOGA HRVATSKE;600.00;1;0.00
2024;06796478190;TEATAR BARAKUDA 2012;600.00;1;0.00
2024;62353792202;MODUL STATIKA JDOO;600.00;1;0.00
2024;74668827935;HRVATSKO BOTANIČKO DRUŠTVO;600.00;1;0.00
2024;57404705059;KS UPRAVITELJ NEKRETNINAMA DOO;588.00;4;0.00
2024;53306211023;CROMEDIC AMBULANCE;588.00;1;0.00
2024;87301734795;INTERSPORT H DOO ZA TRGOVINU PROIZVODNJU I USLUGE;586.87;1;0.00
2024;00169641424;JACQUARD DOO ZA TRGOVINE I USLUGE;576.00;1;0.00
2024;56930405488;SLAVONIJATRANS TEHNIČKI PREGLEDI D.O.O.;570.00;23;0.00
2024;26283740829;ADRIA SPORT DOO ZA TRGOVINU I USLUGE;570.00;1;0.00
2024;33903207730;ROBI GRAFIKO DIZAJN JDOO;567.50;1;0.00
2024;63701153601;ART MATERIJAL, D.O.O. ZA TRGOVINU;567.25;1;0.00
2024;00756356319;HM PROMOTION DOO ZA INFORMACIJSKE TEHNOLOGIJE;562.50;3;0.00
2024;86302144461;EUROGLOSSA DOO;562.50;1;0.00
2024;78021427188;F - B TOURS D.O.O. ZA TRGOVINU, USLUGE I PUTNIČKA AGENCIJA;562.50;1;0.00
2024;85339174260;HORIZONT PUTNIČKA AGENCIJA DOO;560.70;2;0.00
2024;53855410149;EXPERIENTIA DOO;560.26;2;0.00
2024;42927423078;LUKVEL DOO;557.50;1;0.00
2024;77599516175;KAUMA DOO;550.84;2;0.00
2024;70840886172;GEOANDA D.O.O.;550.00;1;0.00
2024;92795490907;MEDECINC DU MONDE ASBL-DOKTERS VAN DE WERELD VZW;550.00;1;0.00
2024;90633715804;SVEUČILIŠTE U ZAGREBU FILOZOFSKI FAKULTET;530.90;10;0.00
2024;89466642436;79 17 DOO ZA PROTUEKSPLOZIJSKU ZAŠTITU;530.63;1;0.00
2024;75549652269;KVADRATURA DOO;529.25;2;0.00
2024;53848806583;OSOR PROMET D.O.O.;527.03;1;0.00
2024;47007059561;TOWN SIGHT JDOO;520.00;4;0.00
2024;64499016017;ŠAHOVSKI KLUB IVAN DVORŽAK;520.00;1;0.00
2024;06779460007;EVENTS AND TRAVEL DOO;503.00;1;0.00
2024;16645975996;UDRUGA PROFESOR BALTAZAR;500.00;1;0.00
2024;72587248328;PROJEKTNI URED REVIKON DOO;500.00;1;0.00
2024;46897060061;BP -DIG DOO;500.00;1;0.00
2024;51639774260;KUD BREZOVICA;500.00;1;0.00
2024;11869822073;GRAD CRIKVENICA-GRADSKO POGLAVARSTVO;500.00;1;0.00
2024;74246504609;GRAPRO DOO;497.70;1;0.00
2024;85031837779;INOVINE D.D.;496.21;9;0.00
2024;41014132301;TRAVEL POINT CROATIA JDOO;492.85;1;0.00
2024;82415089066;TAMBOUR EAST DOO;490.75;1;0.00
2024;22347295971;CHOCO SLASTICE DOO;490.00;2;0.00
2024;07038712022;IRONING CLUB DOO;487.50;1;0.00
2024;85007697972;GALOP PRIJEVOZ DOO;480.00;1;0.00
2024;99904910808;TEHNIČAR PROMET DOO;478.44;8;0.00
2024;60256816339;REPRO GRAV DOO;475.00;1;0.00
2024;30541924581;AQUA EL-TEH D.O.O.;475.00;1;0.00
2024;77858612573;SPIRITOSO  D O O;474.20;2;0.00
2024;95009391308;KLEK COMMERCE D.O.O. ZA TRGOVINU I USLUGE;474.00;24;0.00
2024;54776266991;KIF PRO DOO;472.44;36;0.00
2024;85821188970;ARANEA MALOPRODAJA DOO ZA TRGOVINU I USLUGE;470.85;2;0.00
2024;61970000850;UDRUGA LASTIN REP;470.00;1;0.00
2024;00799310963;PROMING HCH DOO;469.98;1;0.00
2024;13806526186;SAMOBORSKA BANKA DD;468.48;12;0.00
2024;45670382229;LAG MEDITERANEO DOO;463.86;6;0.00
2024;61651285801;IV NAKLADNIŠTVO DOO;462.50;1;0.00
2024;69996420118;PLENORIA DOO;462.50;1;0.00
2024;08263388075;UDRUGA PRAVNIKA U ZDRAVSTVU;460.00;1;0.00
2024;36036279818;FLINK D.O.O.;458.89;1;0.00
2024;02156877076;FOND STJEPAN ŠULEK;450.00;1;0.00
2024;82274415076;AGRO MART DOO ZA INT VETERINARSKE DJEL I TRGOVINU;450.00;1;0.00
2024;56096703931;UDRUGA NAŠA PIKICA;450.00;1;0.00
2024;59964152545;MIKRONIS D O O;449.10;1;0.00
2024;09248242550;UDRUGA RAČUNOVOĐA  FINANCIJSKIH DJELATNIKA;445.00;1;0.00
2024;68581456127;HRVATSKI AUTOKLUB - TEMELJNI AUTOKLUB VARAŽDIN;439.00;24;0.00
2024;63682958051;VELINAC DOO ZA PROIZVODNJU I TRGOVINU;438.00;1;0.00
2024;96929757925;MARVID TRADE JDOO;437.50;1;0.00
2024;69857578031;ATALIAN GLOBAL SERVICES CROATIA DOO;437.50;1;0.00
2024;34559757098;FIVITO GRUPA DOO;427.50;1;0.00
2024;82899228489;MOJA IDEJA DOO ZA USLUGE;425.00;1;0.00
2024;66445126397;MATE D.O.O. ZA MARKETING TEHNOLOGIJA;423.50;2;0.00
2024;33109439257;USTANOVA ZA OBR ODRASLIH IZ PODRUČJA INOV LID BIZ AGIL ILBA;420.75;1;0.00
2024;26527782914;SVJEŽA HRANA DOO;420.36;1;0.00
2024;89288325208;ODVJETNIČKO DRUŠTVO HAID I ŠVALJEK KREŠIĆ JTD;414.76;1;0.00
2024;79014493590;DOMATO LD DOO;406.88;1;0.00
2024;89811416156;RADNO PRAVO ROSIP D.O.O.;404.44;2;0.00
2024;29904594015;CENTAR DO;400.00;1;0.00
2024;31890369785;SITOTIS TISKARA KARLUŠIĆ DOO ZA GRAFIČKU DJELATNOST;400.00;1;0.00
2024;72279574855;PROENTARIS DOO;400.00;1;0.00
2024;15116335069;PLATFORMA HR. ŽUP. I GRAD. ZA SMANJENJE RIZIKA OD KATASTROFA;400.00;1;0.00
2024;03541568700;PRAVNI FAKULTET U SPLITU;400.00;1;0.00
2024;28370392421;AK VINKOVCI;398.97;25;0.00
2024;42316757988;GERD D.O.O.;388.13;1;0.00
2024;34650596827;AKTA DOO;383.75;1;0.00
2024;97895722777;UDRUGA ENERGETIČARA ZAGREB;380.00;1;0.00
2024;86196084068;E RAČUNI DOO;378.94;1;0.00
2024;14928169691;MIHALJEVIĆ NIKOLINA;376.00;1;0.00
2024;67106365632;KOPKO DOO ZA USLUGE I TRGOVINU;371.00;1;0.00
2024;85293920018;HUM - HRVATSKA UDRUGA ZA MIRENJE;364.99;1;0.00
2024;54688366525;VENEFICUS DOO;364.80;2;0.00
2024;59624928052;SVEUČILIŠTE SJEVER;363.27;2;0.00
2024;14064365692;PROLUFT ISUŠIVANJE DOO;362.50;1;0.00
2024;95897471151;HUMANISEXTRA 01 JDOO ZA USLUGE;360.00;1;0.00
2024;02958272670;HRVATSKI ZAVOD ZA ZDRAVSTVENO OSIGURANJE;356.93;3;0.00
2024;32693155352;HRVATSKO STATISTIČKO DRUŠTVO;350.00;1;0.00
2024;54576376096;HERZ D.D.;347.00;23;0.00
2024;25190869349;MAISTRA DD ZA HOTELIJERSTVO I TURIZAM;345.00;1;0.00
2024;88826408293;AUTOSERVISNI CENTAR D.D.;345.00;24;0.00
2024;72852574105;PALADIUM PROJEKT DOO;337.80;1;0.00
2024;41048131537;GOSTRADE D.O.O. ZA TRG.,PROIZVODNJU I USLUGE;337.50;1;0.00
2024;00620826722;TENDERI D.O.O. OBRADA I DISTRIBUCIJA PODATAKA;337.35;1;0.00
2024;61420757013;AUTO KLUB NOVA GRADIŠKA;336.00;24;0.00
2024;85323749202;HUDEC PLAN D.O.O.;331.81;1;0.00
2024;55224819686;PROSPEKT D.O.O.;331.81;1;0.00
2024;38227622392;HARISSA DOO ZA USLUGE I TRGOVINU;325.40;1;0.00
2024;58247194538;ŠARENI KUTAK DOO;321.80;1;0.00
2024;15912171307;BOLJI UPRAVITELJ ZGRADA JDOO;319.40;4;0.00
2024;72908368249;OPĆINA OMIŠALJ;316.60;12;0.00
2024;20827899143;KRUHONJA VIŠNJICA;313.66;1;0.00
2024;28674400422;AUTOSLAVONIJA D.D. ZA TRG.,POPRAVAK I ODRŽ. MOTORNIH VOZILA;308.00;23;0.00
2024;82869431462;GAUDEAMUS OBRT ZA PRUŽANJE USL U TUR VL BORIS ŠUŠNJAR;300.00;1;0.00
2024;92548737288;UDRUGA AMAZONAS;300.00;1;0.00
2024;66255669661;UDRUGA KREATIVAN TRENING;300.00;1;0.00
2024;54597133705;KIT DOO ZA TRGOVINU I USLUGE;298.54;1;0.00
2024;72910430276;MINISTARSTVO PRAVOSUĐA, UPRAVE I DIGITALNE TRANSFORMACIJE;296.54;10;0.00
2024;37057843098;DVIJE PALME DOO ZA USLUGE;296.40;1;0.00
2024;10044285421;AUTO KLUB HVAR;296.00;22;0.00
2024;28893934485;BOŠNJAK VELAGIĆ LADA;294.00;1;0.00
2024;93830136269;VMD SERVIS DOO;291.20;12;0.00
2024;88645558956;MDM UPRAVLJANJE DOO;285.35;13;0.00
2024;46377257342;KLINIČKI BOLNIČKI CENTAR ZAGREB;283.48;11;0.00
2024;21720748086;RONIS DOO;279.00;1;0.00
2024;95562949871;CENTAR ZA RAČUNOVODSTVO I FINANCIJE D.O.O.;275.77;1;0.00
2024;37772539978;KAMENJAK DOO;271.56;12;0.00
2024;94139426897;USTANOVA ZA ZDRAVSTVENU SKRB PROFOZIĆ;270.00;2;0.00
2024;01288361479;ZŠEM POSLOVNA AKADEMIJA DOO;265.63;1;0.00
2024;28038034611;BB STRUCTURALIS DOO;265.45;1;0.00
2024;32874587842;DRAGER SAFETY D.O.O.;258.05;1;0.00
2024;95179755385;DJEČJI VRTIĆ TOČKICA;252.17;1;0.00
2024;88290854435;MAX DECO DOO;250.00;1;0.00
2024;09106224930;DIGIPUNKT D.O.O.;250.00;1;0.00
2024;10973302431;DISCO DOO ZA PROMIDŽBU I USLUGE TURISTIČKA AGNCIJA;250.00;1;0.00
2024;82513385036;NOGOMETNI KLUB BLATO;250.00;1;0.00
2024;40627607407;PUĆO D.O.O.;249.72;1;0.00
2024;12106598315;VE PRINT DOO;249.38;1;0.00
2024;27096844021;TAPIKER DOO;241.91;2;0.00
2024;03060693877;POLIMER DOO;240.33;1;0.00
2024;04269148903;PLAVI PROSTOR DOO;239.00;5;0.00
2024;91809340676;AGRO CASTUS DOO;236.25;1;0.00
2024;40699482950;HOTELI ZADAR DD;233.00;1;0.00
2024;18711058267;ODVJETNIČKO DRUŠTVO ĆURKOVIĆ I ŠANJUG DOO;232.67;2;0.00
2024;91653777677;INTERVEKTOR DOO;228.45;2;0.00
2024;64443113506;PROJEKTNA INTELIGENCIJA DOO;226.54;1;0.00
2024;21605140366;ARMANO LINTA DOO;225.00;1;0.00
2024;25339781941;ODVJETNIČKO DRUŠTVO TEREŠAK & PARTNERI;217.26;4;0.00
2024;89021876450;CONCOLOR DOO;215.20;1;0.00
2024;69139779463;LJEKARNE FILIPOVIĆ;215.10;1;0.00
2024;51390945090;TEHNIČAR-COPYSERVIS D.O.O.;212.50;1;0.00
2024;20927618113;DR PHARMA DOO;210.18;1;0.00
2024;96063013771;PLATFORMA ZA ODRAZOVAJE;210.00;1;0.00
2024;82618932537;KOSTANJEVEC DIMOVODNI SUSTAVI DOO;209.25;1;0.00
2024;49721702445;AUTOPRIJEVOZ D.D.;209.00;22;0.00
2024;61160611372;AGROSERVIS STP DOO;207.00;26;0.00
2024;25767144455;PLANET IX DOO;206.25;1;0.00
2024;35180497607;PIKAR D.O.O.;205.30;1;0.00
2024;32614011568;LINKS D.O.O.;204.97;1;0.00
2024;80307741154;NAJ-DOMUS D.O.O.;202.38;1;0.00
2024;21110311035;HIT KONFERENCIJA DOO;200.00;1;0.00
2024;89104907543;KOTURALJAŠKI KLUB MEDVEŠČAK;200.00;1;0.00
2024;77955797727;ZAGORJE DIGITAL DOO;200.00;1;0.00
2024;63470946586;SALON LJEPOTE SUNČICA JDOO ZA USLUGE;200.00;1;0.00
2024;30738860176;VEMI DOO;200.00;1;0.00
2024;32501868321;BOMBICA D.O.O. ZA USLUGE;200.00;1;0.00
2024;87950783661;HRVATSKA REGULATORNA AGENCIJA ZA MREŽNE DJELATNOSTI;195.06;3;0.00
2024;05873359168;PEKARA DUBRAVICA D.O.O.;194.81;1;0.00
2024;57560191883;LIMES PLUS D.O.O;188.41;1;0.00
2024;91090634935;AUTOKLUB SUPETAR;188.00;10;0.00
2024;29175243249;NAJAM OGRADA DOO ZA PROIZVODNJU TRGOVINU I USLUGE;187.50;1;0.00
2024;66830546104;FTG DISTRIBUCIJA DOO;180.20;1;0.00
2024;06880630974;DOBROVOLJNO VATROGASNO DRUŠTVO KOBILJAK;180.00;2;0.00
2024;48125365269;DVA KRILA DOO;180.00;1;0.00
2024;09873990909;TEKACOLOR DOO;174.88;1;0.00
2024;10383719392;FAGRON HRVATSKA DOO;173.29;1;0.00
2024;01409935901;POGREBNO LUČKO DOO;165.91;1;0.00
2024;27566638716;BONUS OPINIO DOO;165.90;1;0.00
2024;53560300360;DOMINO OPATIJA DOO;163.00;1;0.00
2024;85267957976;FARMACIA ZDRAVSTVENA USTANOVA ZA LJEKARNIČKU DJELATNOST;161.34;1;0.00
2024;56822948795;SAVEZ ENERGETIČARA HRVATSKE;161.25;1;0.00
2024;82376202251;EMARKER DOO;160.00;1;0.00
2024;81967066170;TOP PRINT DOO;156.25;1;0.00
2024;29400498330;STANICA ZA TEHNIČKI PREGLED VOZILA D.O.O. - PITOMAČA;154.00;24;0.00
2024;15893647219;INSTITUT ZA JAVNU UPRAVU;150.00;1;0.00
2024;04658509570;THOR GYMNASION JDOO;150.00;1;0.00
2024;79989039179;DURTECH GROUP DOO;148.70;3;0.00
2024;99964711951;ZAGORSKI LIST DOO ZA NAKLADNIČKU DJELATNOST;146.88;1;0.00
2024;24783614642;BONIĆ DRAŽEN;140.00;2;0.00
2024;22413472900;MINISTARSTVO GOSPODARSTVA I ODRŽIVOG RAZVOJA;139.35;1;0.00
2024;45237012600;SAVA OSIGURANJE DD PODRUŽNICA HRVATSKA;137.10;2;0.00
2024;25254683372;CELVITA -ŽIVOT S CELIJAKIJOM;136.07;1;0.00
2024;91025636357;BIJELI ČAROBNJAK D.O.O. ZA TRGOVINU I USLUGE;130.50;1;0.00
2024;59198424658;EKOESCO DOO;128.81;1;0.00
2024;38027917553;VD JAVNOG BILJEŽNIKA TOMISLAV GAROFULIĆ;125.00;10;0.00
2024;47681661111;ARTO DOO;125.00;1;0.00
2024;41123432328;START KONGRESI JDOO;123.75;1;0.00
2024;83794797443;SIGNOPLAST D.O.O.;123.50;1;0.00
2024;42718923078;AUTO KLUB NAŠICE;123.00;22;0.00
2024;60327383256;BONAVIA RIJEKA DOO;122.50;1;0.00
2024;64125437677;PONIKVE VODA D.O.O.;122.10;11;0.00
2024;58843087891;AGENCIJA ZA KOMERCIJALNU DJELATNOST PRO.,USL. I TRG. D.O.O.;119.51;5;0.00
2024;47432874968;KAUFLAND HRVATSKA KOMANDITNO DRUŠTVO ZA TRGOVINU;118.61;1;0.00
